"DrugID","Indication"
"D03XTY","Gastric adenocarcinoma [ICD-11: 2B72] Phase 1/2"
"D03XTY","Esophageal cancer [ICD-11: 2B70] Phase 1"
"D03XTY","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"D03XTY","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"D03XUQ","Pain [ICD-11: MG30-MG3Z] Terminated"
"D03XYW","Rheumatoid arthritis [ICD-11: FA20] Approved"
"D03XZP","Prostate cancer [ICD-11: 2C82.0] Phase 1"
"D03XZT","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D03XZT","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D03XZT","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D03XZT","Hepatitis [ICD-11: DB97.Z] Patented"
"D03YAA","Endometriosis [ICD-11: GA10] Patented"
"D03YAS","Asthma [ICD-11: CA23] Phase 2"
"D03YBJ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D03YBQ","Parkinson disease [ICD-11: 8A00.0] Phase 1"
"D03YCT","Influenza virus infection [ICD-11: 1E30-1E32] Investigative"
"D03YEG","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D03YEM","Acute lymphocytic leukaemia [ICD-11: 2B33.3] Phase 1"
"D03YEM","B-cell lymphoma [ICD-11: 2A86] Phase 1"
"D03YEM","B-cell prolymphocytic leukaemia [ICD-11: 2A82.1] Phase 1"
"D03YEM","leukaemia [ICD-11: 2A60-2B33] Phase 1"
"D03YEM","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 1"
"D03YET","Psoriasis vulgaris [ICD-11: EA90] Approved"
"D03YFL","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D03YFL","Cancer related pain [ICD-11: MG30] Patented"
"D03YFL","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D03YFL","Inflammatory pain [ICD-11: MG30.42] Patented"
"D03YGL","Multiple sclerosis [ICD-11: 8A40] Phase 1"
"D03YGP","Brain cancer [ICD-11: 2A00] Phase 1"
"D03YGR","Hyperparathyroidism [ICD-11: 5A51] Approved"
"D03YGR","Kidney disease [ICD-11: GC2Z] Phase 3"
"D03YGX","Lung inflammation [ICD-11: CA40.Z] Investigative"
"D03YIT","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D03YIU","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2"
"D03YIX","Respiratory distress syndrome [ICD-11: CB00] Phase 2"
"D03YIX","Bronchopulmonary dysplasia [ICD-11: KB29.0] Phase 1/2"
"D03YJC","Pain [ICD-11: MG30-MG3Z] Phase 2"
"D03YJW","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 1/2"
"D03YJZ","Bone marrow transplantation [ICD-11: QB63.6] Terminated"
"D03YKE","Kidney disease [ICD-11: GC2Z] Phase 3"
"D03YKE","Anaemia [ICD-11: 3A90] Phase 3"
"D03YKO","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D03YKQ","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"D03YLN","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D03YLZ","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D03YMD","Arteriosclerosis [ICD-11: BD40] Investigative"
"D03YOS","Ovarian cancer [ICD-11: 2C73] Phase 1/2"
"D03YPL","Hyperlipidaemia [ICD-11: 5C80] Terminated"
"D03YPR","Hepatitis B virus infection [ICD-11: 1E51.0] Investigative"
"D03YSJ","Prostate cancer [ICD-11: 2C82.0] Investigative"
"D03YSL","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D03YSQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D03YVO","Opioid-induced constipation [ICD-11: DB32.1] Approved"
"D03YVO","Obesity [ICD-11: 5B81] Preclinical"
"D03YVR","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Terminated"
"D03YXI","Anxiety disorder [ICD-11: 6B00-6B0Z] Phase 2"
"D03YZJ","Pain [ICD-11: MG30-MG3Z] Phase 3"
"D03ZAE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"D03ZBL","Multiple sclerosis [ICD-11: 8A40] Terminated"
"D03ZBM","Rhinitis [ICD-11: FA20] Discontinued in Phase 2"
"D03ZBN","Heart failure [ICD-11: BD10-BD13] Approved"
"D03ZBT","Non-small-cell lung cancer [ICD-11: 2C25.Y] Approved"
"D03ZCG","Cytomegalovirus infection [ICD-11: 1D82] Discontinued in Phase 1"
"D03ZCH","B-cell lymphoma [ICD-11: 2A86] Phase 1/2"
"D03ZDX","Pancreatic cancer [ICD-11: 2C10] Phase 2/3"
"D03ZDX","Prostate cancer [ICD-11: 2C82.0] Phase 2"
"D03ZFG","Weight loss [ICD-11: MG43.5] Approved"
"D03ZFN","Acidosis [ICD-11: 5C73] Approved"
"D03ZGV","Anxiety disorder [ICD-11: 6B00-6B0Z] Terminated"
"D03ZHE","Prostate cancer [ICD-11: 2C82.0] Discontinued in Phase 2"
"D03ZHN","Cerebrovascular ischaemia [ICD-11: 8B1Z] Discontinued in Phase 1"
"D03ZIK","Hypercholesterolaemia [ICD-11: 5C80.0] Investigative"
"D03ZIP","Pancreatic cancer [ICD-11: 2C10] Phase 1/2"
"D03ZIS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D03ZJK","Metabolic disorder [ICD-11: 5C50-5D2Z] Investigative"
"D03ZKE","Chronic obstructive pulmonary disease [ICD-11: CA22] Discontinued in Phase 2"
"D03ZKM","Hereditary inclusion body myositis [ICD-11: 4A41.2] Phase 3"
"D03ZKM","Myopathy [ICD-11: 8C7Y] Phase 2"
"D03ZLN","Mesothelioma [ICD-11: 2C51.2] Phase 1"
"D03ZLN","Pancreatic cancer [ICD-11: 2C10] Phase 1"
"D03ZLR","Major depressive disorder [ICD-11: 6A70.3] Phase 2"
"D03ZME","Multiple myeloma [ICD-11: 2A83] Phase 2"
"D03ZME","Liver cancer [ICD-11: 2C12] Phase 2"
"D03ZME","Hematologic tumour [ICD-11: 2B33.Y] Phase 2"
"D03ZME","Peripheral T-cell lymphoma [ICD-11: 2A90.C] Phase 2"
"D03ZMK","Central nervous system disease [ICD-11: 8A04-8D87] Investigative"
"D03ZMY","Wound healing [ICD-11: EL8Y] Investigative"
"D03ZNK","Breast cancer [ICD-11: 2C60-2C65] Investigative"
"D03ZOZ","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D03ZOZ","Cancer related pain [ICD-11: MG30] Patented"
"D03ZOZ","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D03ZOZ","Inflammatory pain [ICD-11: MG30.42] Patented"
"D03ZPX","Obesity [ICD-11: 5B81] Phase 1"
"D03ZPY","Hypertension [ICD-11: BA00-BA04] Terminated"
"D03ZSA","Hematologic tumour [ICD-11: 2B33.Y] Phase 1/2"
"D03ZSA","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D03ZTE","Cholelithiasis [ICD-11: DC11] Approved"
"D03ZVD","Asthma [ICD-11: CA23] Discontinued in Phase 2"
"D03ZVW","Cardiovascular disease [ICD-11: BA00-BE2Z] Terminated"
"D03ZWR","Prostate cancer [ICD-11: 2C82.0] Investigative"
"D03ZXZ","leukaemia [ICD-11: 2A60-2B33] Phase 1"
"D03ZYQ","Rheumatoid arthritis [ICD-11: FA20] phase 3"
"D03ZYQ","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2/3"
"D03ZYZ","Flavivirus infection [ICD-11: 1C80] Phase 2"
"D03ZZC","Peripheral vascular disease [ICD-11: BD4Z] Phase 1/2"
"D03ZZH","Schizophrenia [ICD-11: 6A20] Discontinued in Phase 1"
"D03ZZK","Inflammation [ICD-11: 1A00-CA43.1] Approved"
"D03ZZM","Acne vulgaris [ICD-11: ED80] Phase 2"
"D03ZZX","Huntington disease [ICD-11: 8A01.10] Phase 1"
"D04AAN","Schizophrenia [ICD-11: 6A20] Approved"
"D04AAR","Cardiac failure [ICD-11: BD10-BD13] Terminated"
"D04AAW","Cytomegalovirus infection [ICD-11: 1D82] Approved"
"D04ABS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"D04ACD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04ACK","Lymphoma [ICD-11: 2A80-2A86] Phase 1/2"
"D04ACW","Type-2 diabetes [ICD-11: 5A11] Approved"
"D04AEQ","Parkinson disease [ICD-11: 8A00.0] Phase 1/2"
"D04AEQ","Advanced cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04AGG","Influenza virus infection [ICD-11: 1E30-1E32] Approved"
"D04AGG","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 3"
"D04AGM","Pain [ICD-11: MG30-MG3Z] Investigative"
"D04AHQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04AHY","Cognitive impairment [ICD-11: 6D71] Phase 1/2"
"D04AIB","Chronic kidney disease [ICD-11: GB61] Phase 2"
"D04AIT","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04AIV","Duchenne dystrophy [ICD-11: 8C70] Approved"
"D04AKG","Ulcerative colitis [ICD-11: DD71] Phase 1"
"D04ALI","Asthma [ICD-11: CA23] Investigative"
"D04AMD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D04APR","Subarachnoid hemorrhage [ICD-11: 8B01] Approved"
"D04APR","Cataract [ICD-11: 9B10] Approved"
"D04APY","Asthma [ICD-11: CA23] Terminated"
"D04AQH","Pediatric growth disorder [ICD-11: FB86] Approved"
"D04ARO","Respiratory syncytial virus infection [ICD-11: 1C80] Investigative"
"D04ASA","Psoriasis vulgaris [ICD-11: EA90] Investigative"
"D04ASH","Prostate cancer [ICD-11: 2C82.0] Approved"
"D04ASP","Influenza A virus H1N1 infection [ICD-11: 1E30] Phase 1"
"D04ATE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04ATM","Hormone replacement therapy [ICD-11: 8E01] Approved"
"D04ATY","Pain [ICD-11: MG30-MG3Z] Investigative"
"D04AUA","Human immunodeficiency virus infection [ICD-11: 1C62] Terminated"
"D04AYH","Wound healing [ICD-11: EL8Y] Investigative"
"D04AYZ","Factor IX deficiency [ICD-11: 3B11] Phase 3"
"D04AZM","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04AZT","Alzheimer disease [ICD-11: 8A20] Phase 1"
"D04BBA","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04BBA","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D04BBT","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04BBT","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D04BCB","Type-2 diabetes [ICD-11: 5A11] Approved"
"D04BCW","Pain [ICD-11: MG30-MG3Z] Approved"
"D04BEN","Small-cell lung cancer [ICD-11: 2C25.Y] Phase 3"
"D04BFC","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Phase 2"
"D04BFI","Immune thrombocytopenic purpura [ICD-11: 3B64.13] Phase 2"
"D04BFU","Diabetic complication [ICD-11: 5A2Y] Phase 2"
"D04BFX","Inflammation [ICD-11: 1A00-CA43.1] Terminated"
"D04BHS","Blood forming organ disorder [ICD-11: JB64.1] Phase 2"
"D04BHY","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04BIG","Hormone deficiency [ICD-11: 5A61.1] Discontinued in Phase 2"
"D04BIY","Human immunodeficiency virus infection [ICD-11: 1C62] Investigative"
"D04BKO","Cardiovascular disease [ICD-11: BA00-BE2Z] Phase 2"
"D04BKO","Paroxysmal supraventricular tachycardia [ICD-11: BC81.Z] Phase 2"
"D04BKZ","Magnetic resonance imaging of liver [ICD-11: ME21] Approved"
"D04BLE","Lipid metabolism disorder [ICD-11: 5C52.Z] Phase 3"
"D04BMR","Xerophthalmia [ICD-11: 5B55.Y] Investigative"
"D04BNA","Parasitic infection [ICD-11: 1D0Y-1G2Z] Phase 2"
"D04BNB","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 3"
"D04BNP","Insomnia [ICD-11: 7A00-7A0Z] Approved"
"D04BOK","Insulin-dependent diabetes [ICD-11: 5A10] Phase 2"
"D04BOT","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D04BPS","Diabetic complication [ICD-11: 5A2Y] Phase 2"
"D04BQR","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 3"
"D04BQV","Metabolic disorder [ICD-11: 5C50-5D2Z] Phase 2"
"D04BRF","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D04BRW","Pruritus [ICD-11: EC90] Patented"
"D04BRW","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04BRW","Chronic pain [ICD-11: MG30] Patented"
"D04BRW","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D04BRW","Thymic cancer [ICD-11: 2C27] Patented"
"D04BSV","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04BSZ","Pain [ICD-11: MG30-MG3Z] Terminated"
"D04BUH","Neuropathic pain [ICD-11: 8E43.0] Phase 2"
"D04BVL","Haematological malignancy [ICD-11: 2B33.Y] Phase 1"
"D04BVL","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 1"
"D04BVN","Diabetic foot ulcer [ICD-11: BD54] Phase 3"
"D04BXA","Obesity [ICD-11: 5B81] Patented"
"D04BXH","Acute myeloid leukaemia [ICD-11: 2A60] Investigative"
"D04BXJ","Pain [ICD-11: MG30-MG3Z] Preclinical"
"D04BXX","Chronic myelogenous leukaemia [ICD-11: 2A20.0] Phase 2"
"D04CBI","Endometriosis [ICD-11: GA10] Approved"
"D04CBI","Contraception [ICD-11: QA21] Approved"
"D04CCK","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04CCX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04CCX","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D04CCX","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D04CCX","Hepatitis [ICD-11: DB97.Z] Patented"
"D04CDO","Colorectal cancer [ICD-11: 2B91.Z] Phase 3"
"D04CEY","Glaucoma/ocular hypertension [ICD-11: 9C61] Preclinical"
"D04CFL","Arterial calcification [ICD-11: BD52.Y] Preclinical"
"D04CFW","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D04CJE","Osteoporosis [ICD-11: FB83.0] Phase 1"
"D04CJL","Chronic kidney disease [ICD-11: GB61] Approved"
"D04CJN","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 1"
"D04CKB","Infectious disease [ICD-11: 1A00-CA43.1] Investigative"
"D04CKC","Hepatocellular carcinoma [ICD-11: 2C12.02] Phase 1/2"
"D04CKG","Breast cancer [ICD-11: 2C60-2C65] Phase 3"
"D04CKR","Herpes simplex virus infection [ICD-11: 1F00] Investigative"
"D04CLH","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Preclinical"
"D04CLM","Angina pectoris [ICD-11: BA40] Phase 2"
"D04CNX","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D04CON","Prostate disease [ICD-11: GA91] Discontinued in Phase 2"
"D04CQK","Type-2 diabetes [ICD-11: 5A11] Phase 2"
"D04CQV","Atopic dermatitis [ICD-11: EA80] Phase 2"
"D04CRL","Multiple sclerosis [ICD-11: 8A40] Approved"
"D04CRN","Attention deficit hyperactivity disorder [ICD-11: 6A05.Z] Approved"
"D04CSZ","Throat irritation [ICD-11: CA0Y] Approved"
"D04CTD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04CTP","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04CUZ","Neutropenia [ICD-11: 4B00.0] Investigative"
"D04CWI","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 1"
"D04CWI","Severe acute respiratory syndrome (SARS) [ICD-11: 1D65] Preclinical"
"D04CWI","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Preclinical"
"D04CWS","Asthma [ICD-11: CA23] Phase 2"
"D04CXX","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Phase 1"
"D04CYD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04DAL","Rosacea [ICD-11: ED90.0] Discontinued in Preregistration"
"D04DBA","Haematological malignancy [ICD-11: 2B33.Y] Investigative"
"D04DDW","Pain [ICD-11: MG30-MG3Z] Investigative"
"D04DFJ","Diabetic complication [ICD-11: 5A2Y] Approved"
"D04DFR","Melanoma [ICD-11: 2C30] Phase 2/3"
"D04DGE","Anxiety disorder [ICD-11: 6B00-6B0Z] Discontinued in Phase 1"
"D04DHZ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04DJN","Prostate hyperplasia [ICD-11: GA90] Phase 4"
"D04DJS","Gastric adenocarcinoma [ICD-11: 2B72] Phase 3"
"D04DJS","HER2-positive breast cancer [ICD-11: 2C60-2C65] Phase 3"
"D04DKH","Hypertension [ICD-11: BA00-BA04] Approved"
"D04DKL","Adult respiratory distress syndrome [ICD-11: CB00] Phase 2"
"D04DLW","Stroke [ICD-11: 8B20] Phase 2"
"D04DMO","Hypercholesterolaemia [ICD-11: 5C80.0] Terminated"
"D04DMQ","Irritable bowel syndrome [ICD-11: DD91.0] Discontinued in Phase 2"
"D04DMZ","Spinal muscular atrophy [ICD-11: 8B61] Phase 3"
"D04DNB","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D04DNB","Prostate cancer [ICD-11: 2C82.0] Phase 1/2"
"D04DNL","Influenza virus infection [ICD-11: 1E30-1E32] Preclinical"
"D04DQO","Rheumatoid arthritis [ICD-11: FA20] Phase 1"
"D04DQP","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04DQT","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Investigative"
"D04DQZ","Anxiety disorder [ICD-11: 6B00-6B0Z] Phase 2"
"D04DSD","Nephritis [ICD-11: GB40] Phase 1"
"D04DTH","Primary haemophagocytic lymphohistiocytosis [ICD-11: 4A01.23] Approved"
"D04DTH","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2/3"
"D04DUF","Central nervous system disease [ICD-11: 8A04-8D87] Patented"
"D04DUG","Genetic disease [ICD-11: 8E02] Terminated"
"D04DUH","Osteoarthritis [ICD-11: FA00-FA05] Phase 1"
"D04DUJ","Rheumatoid arthritis [ICD-11: FA20] Discontinued in Phase 2"
"D04DVA","Hepatitis C virus infection [ICD-11: 1E51.1] Investigative"
"D04DVF","Non-insulin dependent diabetes [ICD-11: 5A11] Terminated"
"D04DXA","Type-2 diabetes [ICD-11: 5A11] Approved"
"D04DXN","Acne vulgaris [ICD-11: ED80] Approved"
"D04DYA","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04DYC","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 2"
"D04DYC","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04DYZ","Non-small-cell lung cancer [ICD-11: 2C25.Y] Terminated"
"D04DZD","Heart arrhythmia [ICD-11: BC65] Discontinued in Phase 3"
"D04DZE","Obesity [ICD-11: 5B81] Terminated"
"D04EAT","Bone metastases [ICD-11: 2D50] Phase 2"
"D04EAT","Tenosynovial giant cell tumour [ICD-11: 2F7B] Phase 2"
"D04EAT","Triple negative breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D04EAT","Advanced malignancy [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04EAT","Breast cancer [ICD-11: 2C60-2C65] Phase 1"
"D04EAZ","Virus infection [ICD-11: 1A24-1D9Z] Investigative"
"D04EDM","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04EDM","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D04EET","West nile virus infection [ICD-11: 1D46] Terminated"
"D04EFB","Melanoma [ICD-11: 2C30] Investigative"
"D04EFG","Autoimmune diabetes [ICD-11: 5A10] Investigative"
"D04EFK","Irritable bowel syndrome [ICD-11: DD91.0] Phase 2"
"D04EFK","Chronic functional vomiting [ICD-11: DD90.4] Discontinued in Phase 2"
"D04EGR","Hyperlipidaemia [ICD-11: 5C80] Phase 2/3"
"D04EGR","Cardiovascular disease [ICD-11: BA00-BE2Z] Phase 2"
"D04EGX","Hyperprolactinaemia [ICD-11: 5A60.1] Approved"
"D04EHF","Toxicity [ICD-11: N.A.] Investigative"
"D04EIF","Immune System disease [ICD-11: 4A01-4B41] Phase 2"
"D04EIL","Asthma [ICD-11: CA23] Preclinical"
"D04EIX","Breast cancer [ICD-11: 2C60-2C65] Preclinical"
"D04EJG","Plaque psoriasis [ICD-11: EA90.0] Phase 1/2"
"D04ELD","Emphysema [ICD-11: CA21] Approved"
"D04ELS","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 2"
"D04EMB","Heart failure [ICD-11: BD10-BD13] Phase 2"
"D04ENF","Retinopathy [ICD-11: 9B71] Investigative"
"D04ENK","Sepsis [ICD-11: 1G40-1G41] Discontinued in Phase 2"
"D04EOH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04EON","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D04EON","Recurrent glioblastoma [ICD-11: 2A00.00] Phase 1"
"D04EPP","Optic neuritis [ICD-11: 9C40.1] Investigative"
"D04EPS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04EQF","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04EQX","Multiple sclerosis [ICD-11: 8A40] Phase 3"
"D04ERQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04ESH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04ESH","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D04ESH","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D04ESH","Hepatitis [ICD-11: DB97.Z] Patented"
"D04ETV","Methicillin-resistant staphylococci infection [ICD-11: 1A00-1A09] Phase 3"
"D04EVE","Diffuse large B-cell lymphoma [ICD-11: 2A81] Phase 3"
"D04EXW","Anal fistula [ICD-11: DB50.1] Investigative"
"D04EXX","Mycobacterium infection [ICD-11: 1B10-1B21] Investigative"
"D04EYC","Hypotension [ICD-11: BA20-BA21] Approved"
"D04EYG","Hereditary hemorrhagic telangiectasia [ICD-11: LA90.00] Approved"
"D04EZI","Diarrhea [ICD-11: ME05.1] Phase 1"
"D04EZR","Respiratory disease [ICD-11: CB40] Investigative"
"D04FAC","Age-related macular degeneration [ICD-11: 9B75.0] Investigative"
"D04FAI","Cerebrovascular ischaemia [ICD-11: 8B1Z] Preclinical"
"D04FBR","Organ transplant rejection [ICD-11: NE84] Approved"
"D04FBR","Pemphigus vulgaris [ICD-11: EB40] Phase 3"
"D04FBR","Immune System disease [ICD-11: 4A01-4B41] Investigative"
"D04FDN","Soft tissue sarcoma [ICD-11: 2B57] Phase 2"
"D04FFM","Cervical Intraepithelial neoplasia [ICD-11: 2E66.1] Phase 2"
"D04FFM","Cervical cancer [ICD-11: 2C77.0] Phase 2"
"D04FFY","Pain [ICD-11: MG30-MG3Z] Investigative"
"D04FGX","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D04FGX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04FHB","Advanced solid tumour [ICD-11: 2A00-2F9Z] Discontinued in Phase 1"
"D04FHY","Psoriasis vulgaris [ICD-11: EA90] Investigative"
"D04FIO","Transplant rejection [ICD-11: NE84] Investigative"
"D04FIP","Osteoarthritis [ICD-11: FA00-FA05] Phase 4"
"D04FKX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04FMB","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D04FNQ","Acromegaly [ICD-11: 5A60.0] Phase 2"
"D04FNQ","Carcinoid syndrome [ICD-11: 5B10] Phase 2"
"D04FNQ","Psoriasis vulgaris [ICD-11: EA90] Discontinued in Phase 3"
"D04FNR","Melanoma [ICD-11: 2C30] Phase 3"
"D04FOP","Paroxysmal nocturnal haemoglobinuria [ICD-11: 3A21.0] Approved"
"D04FOP","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 3"
"D04FPN","Acute lymphoblastic leukaemia [ICD-11: 2A85] Phase 1/2"
"D04FQD","Premenstrual syndrome [ICD-11: GA34.40] Phase 3"
"D04FRB","Asthma [ICD-11: CA23] Discontinued in Phase 1"
"D04FRL","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D04FRL","Cancer related pain [ICD-11: MG30] Patented"
"D04FRL","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D04FRL","Inflammatory pain [ICD-11: MG30.42] Patented"
"D04FRU","Intermittent claudication [ICD-11: BD40.00] Phase 2"
"D04FRU","Vascular systems peripheral arterial disorder [ICD-11: BD5Z] Phase 2"
"D04FSD","Blindness [ICD-11: 9D90] Phase 1/2"
"D04FTB","Type-1 diabetes [ICD-11: 5A10] Discontinued in Phase 1"
"D04FVD","Mood disorder [ICD-11: 6A60-6E23] Phase 2"
"D04FVU","Nausea [ICD-11: MD90] Approved"
"D04FWP","Asthma [ICD-11: CA23] Phase 2"
"D04FXE","Hypertension [ICD-11: BA00-BA04] Terminated"
"D04FXS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 2"
"D04FXY","C. difficile infection [ICD-11: 1A04] Phase 3"
"D04FYI","Helicobacter infection [ICD-11: DA42-DA63] Terminated"
"D04FYL","Oral cancer [ICD-11: 2B6E] Phase 3"
"D04FYL","Liver metastasis [ICD-11: 2D80] Phase 1"
"D04FYM","Herpes simplex virus infection [ICD-11: 1F00] Phase 1"
"D04FYU","Coronary artery disease [ICD-11: BA80] Phase 3"
"D04FYZ","Gastric adenocarcinoma [ICD-11: 2B72] Phase 2"
"D04GAG","Multiple myeloma [ICD-11: 2A83] Phase 1"
"D04GBP","Cystic fibrosis [ICD-11: CA25] Phase 1/2"
"D04GBW","Influenza virus infection [ICD-11: 1E30-1E32] Phase 1"
"D04GBW","Influenza A virus infection [ICD-11: 1E30] Phase 1"
"D04GCC","Pruritus [ICD-11: EC90] Patented"
"D04GCC","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D04GCC","Chronic pain [ICD-11: MG30] Patented"
"D04GCC","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D04GCC","Thymic cancer [ICD-11: 2C27] Patented"
"D04GCH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04GCV","Hepatitis B virus infection [ICD-11: 1E51.0] Investigative"
"D04GDI","Brain injury [ICD-11: NA07.Z] Investigative"
"D04GEI","Prostate cancer [ICD-11: 2C82.0] Phase 2"
"D04GFO","leukaemia [ICD-11: 2A60-2B33] Preclinical"
"D04GGA","MRSA infection [ICD-11: 1D01.0Y] Investigative"
"D04GGG","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2/3"
"D04GGJ","Peripheral neuropathy [ICD-11: 8C0Z] Phase 1"
"D04GGQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D04GIJ","Inflammation [ICD-11: 1A00-CA43.1] Patented"
"D04GIJ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
